"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"9209",231655,"Oasl1","HighConf","Yes",NA,"Irf1, Stat1, Pml, Trip12, Irf3, Irf5, Irf9, H2-T23, Cd44, Fcgr1, Oas1c, Mt2, Irf2, Gbp2, Sp100, Irf7, Ubxn7, Oas1a, Icam1, Oas3, B2m, Irf8, Eprs","NOD-like receptor signaling pathway (7), Toll-like receptor signaling pathway (4), Osteoclast differentiation (3), Cytosolic DNA-sensing pathway (2), RIG-I-like receptor signaling pathway (2), Natural killer cell mediated cytotoxicity (2), AGE-RAGE signaling pathway in diabetic complications (2), Endocytosis (2), Jak-STAT signaling pathway (2), Necroptosis (2), Ubiquitin mediated proteolysis (2), Prolactin signaling pathway (2), NF-kappa B signaling pathway (1), TNF signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Cellular senescence (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), Thyroid hormone signaling pathway (1), Chemokine signaling pathway (1)"
"9214",108689,"Obfc1","MedConf","Yes",NA,"Med13, Med6, Med27, Med25, Rcor1, Med29, Med1","Thyroid hormone signaling pathway (3), Endocrine resistance (1)"
"9225",18286,"Odf2","HighConf","Yes",NA,"Cep57, Cep164, Alms1, Tubb5, Bora, Ajuba, Pcnt, Fgfr1op, Cep76, Dynll1, Cenpj, Dync1i2, Rab8a, Csnk1d, Dync1h1, Optn, Cep250, Prkaca, Nek2, Plk1, Haus2, Ywhae, Cep192, Ppp2r1a, Ninl, Cep131, Ywhag, Cntrl, Cep72, Tubgcp5, Tubg1, Pafah1b1, Ssna1, Tubgcp4","Oocyte meiosis (5), Vasopressin-regulated water reabsorption (4), Cell cycle (3), PI3K-Akt signaling pathway (3), Tight junction (3), Hedgehog signaling pathway (2), Progesterone-mediated oocyte maturation (2), Dopaminergic synapse (2), AMPK signaling pathway (2), Longevity regulating pathway (2), Circadian rhythm (1), Mitophagy - animal (1), FoxO signaling pathway (1), Sphingolipid signaling pathway (1), Glucagon signaling pathway (1), Regulation of lipolysis in adipocytes (1), Apelin signaling pathway (1), Wnt signaling pathway (1), Cholinergic synapse (1), cAMP signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Insulin signaling pathway (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Platelet activation (1), Endocrine resistance (1), Ras signaling pathway (1), Thyroid hormone signaling pathway (1), Autophagy - animal (1), Chemokine signaling pathway (1), MAPK signaling pathway (1), Endocytosis (1), Neurotrophin signaling pathway (1)"
"9236",18294,"Ogg1","HighConf","Yes",NA,"Polh","Fanconi anemia pathway (1), Platinum drug resistance (1)"
"9237",108155,"Ogt","MedConf","Yes","Insulin resistance","Wdr5, Phf20, Kansl2, Kansl3, Eogt, Fbxw11","Hedgehog signaling pathway (1), Wnt signaling pathway (1), Circadian rhythm (1), Oocyte meiosis (1), Ubiquitin mediated proteolysis (1), Cellular senescence (1)"
"9273",75475,"Oplah","MedConf","Yes",NA,"Gclm, Gclc, Glul","Necroptosis (1)"
"9278",71648,"Optn","HighConf","Yes","Mitophagy - animal","Tbk1, Fgfr1op, Pafah1b1, Dync1h1, Dynll1, Haus2, Cep192, Dync1i2, Cenpj, Nek2, Csnk1d, Tubg1, Cntrl, Ssna1, Cep131, Ninl, Pcnt, Cep72, Cep76, Cep250, Odf2, Cep57, Cep164, Alms1, Tubb5, Bora, Prkaca, Plk1, Ppp2r1a, Ywhag, Rab8a, Ywhae","Oocyte meiosis (5), Vasopressin-regulated water reabsorption (4), Cell cycle (3), PI3K-Akt signaling pathway (3), Tight junction (3), Progesterone-mediated oocyte maturation (2), Dopaminergic synapse (2), AMPK signaling pathway (2), Hedgehog signaling pathway (2), Ras signaling pathway (2), Longevity regulating pathway (2), FoxO signaling pathway (1), Sphingolipid signaling pathway (1), Glucagon signaling pathway (1), Regulation of lipolysis in adipocytes (1), Apelin signaling pathway (1), Wnt signaling pathway (1), Cholinergic synapse (1), cAMP signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Insulin signaling pathway (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Platelet activation (1), Endocrine resistance (1), Thyroid hormone signaling pathway (1), Autophagy - animal (1), Chemokine signaling pathway (1), MAPK signaling pathway (1), Endocytosis (1), Neurotrophin signaling pathway (1), Circadian rhythm (1), IL-17 signaling pathway (1), Cytosolic DNA-sensing pathway (1), Toll-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), Mitophagy - animal (1), RIG-I-like receptor signaling pathway (1)"
"9279",109305,"Orai1","HighConf","Yes","Platelet activation, cAMP signaling pathway",NA,NA
"9281",269999,"Orai3","HighConf","Yes",NA,"Stim1","Platelet activation (1)"
"9283",18392,"Orc1","MedConf","Yes","Cell cycle","Mcm6, Mcm10, Pola1, Pole2, Orc2, Rb1, Cdkn1a, Cdkn1b, Cdc25a, Cdc7, Cdc6, Orc5, Dbf4, E2f1, Cdk2, Psma3, Psmd11, Psmb8, Psmb2, Psmb3, Psma5, Psmb6, Psme4, Psmc2, Psma6, Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Fbxo5, Psmd10, Psmd5, Psmd2, Psme1, Lrwd1, Wdr18, E2f2, Orc4, Rrm2, Clspn, Atrip, Mcm8, Hat1","Proteasome (18), Cell cycle (14), Cellular senescence (6), Endocrine resistance (5), Purine metabolism (3), p53 signaling pathway (3), Pyrimidine metabolism (3), PI3K-Akt signaling pathway (3), FoxO signaling pathway (3), Oocyte meiosis (2), Progesterone-mediated oocyte maturation (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), Fanconi anemia pathway (1), Mitophagy - animal (1), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1)"
"9284",18393,"Orc2","HighConf","Yes","Cell cycle","Rb1, Cdkn1a, Cdkn1b, Cdc25a, Cdc7, Cdc6, Orc5, Dbf4, E2f1, Cdk2, Noc3l, Lrwd1, Wdr18, E2f2, Orc4, Clspn, Atrip, Mcm8, Hat1, Orc1, Mcm6, Pole2, Pola1, Mcm10","Cell cycle (14), Cellular senescence (6), Endocrine resistance (5), PI3K-Akt signaling pathway (3), FoxO signaling pathway (3), Purine metabolism (2), Pyrimidine metabolism (2), p53 signaling pathway (2), Progesterone-mediated oocyte maturation (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), Fanconi anemia pathway (1), Oocyte meiosis (1), Mitophagy - animal (1), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1)"
"9286",26428,"Orc4","MedConf","Yes","Cell cycle","Clspn, Atrip, Mcm8, Hat1, Cdk2, Mcm6, Mcm10, Rb1, Orc1, Cdc7, Lrwd1, Cdkn1b, E2f1, Orc2, Pole2, Cdc25a, Dbf4, Orc5, Pola1, Cdc6, Cdkn1a, E2f2","Cell cycle (14), Cellular senescence (6), Endocrine resistance (5), PI3K-Akt signaling pathway (3), FoxO signaling pathway (3), p53 signaling pathway (2), Progesterone-mediated oocyte maturation (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), Purine metabolism (2), Pyrimidine metabolism (2), Oocyte meiosis (1), Mitophagy - animal (1), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Fanconi anemia pathway (1)"
"9287",26429,"Orc5","HighConf","Yes","Cell cycle","Dbf4, E2f1, Trp53bp1, Cdk2, Noc3l, Lrwd1, E2f2, Orc4, Clspn, Atrip, Mcm8, Hat1, Cdc25a, Cdkn1b, Pola1, Mcm6, Cdkn1a, Cdc6, Orc2, Rb1, Mcm10, Orc1, Pole2, Cdc7","Cell cycle (14), Cellular senescence (6), Endocrine resistance (5), PI3K-Akt signaling pathway (3), FoxO signaling pathway (3), Progesterone-mediated oocyte maturation (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), p53 signaling pathway (2), Purine metabolism (2), Pyrimidine metabolism (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Fanconi anemia pathway (1), Oocyte meiosis (1), NOD-like receptor signaling pathway (1), Mitophagy - animal (1)"
"9314",18413,"Osm","HighConf","Yes","Jak-STAT signaling pathway, PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction","Il10rb, Il3ra, Il12rb1, Ifnar2, Il10ra, Il15ra, Jak1, Jak2, Csf3r, Ifnar1, Il4ra, Ifngr1, Il13ra1, Il6, Il2ra, Il7r","Jak-STAT signaling pathway (16), Cytokine-cytokine receptor interaction (14), PI3K-Akt signaling pathway (10), Th17 cell differentiation (7), Th1 and Th2 cell differentiation (6), Necroptosis (5), NOD-like receptor signaling pathway (4), Osteoclast differentiation (4), EGFR tyrosine kinase inhibitor resistance (3), Toll-like receptor signaling pathway (3), Natural killer cell mediated cytotoxicity (3), Signaling pathways regulating pluripotency of stem cells (2), HIF-1 signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), FoxO signaling pathway (2), IL-17 signaling pathway (1), Insulin resistance (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), Cellular senescence (1), Endocytosis (1), Cholinergic synapse (1), Adipocytokine signaling pathway (1), Prolactin signaling pathway (1), Chemokine signaling pathway (1), Apoptosis (1)"
"9328",54644,"Otud5","HighConf","Yes","RIG-I-like receptor signaling pathway","Traf3, Mavs","NOD-like receptor signaling pathway (2), RIG-I-like receptor signaling pathway (2), Cytosolic DNA-sensing pathway (1), IL-17 signaling pathway (1), NF-kappa B signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1)"
"9351",18439,"P2rx7","HighConf","Yes","NOD-like receptor signaling pathway","Panx1","NOD-like receptor signaling pathway (1)"
"9352",18441,"P2ry1","HighConf","Yes","Platelet activation, Rap1 signaling pathway","Cysltr2, Rgs2, Lpar6, Gpr68, Grk5, P2ry2, Edn1, Gpr65, Gnb1, Rgs19, Ccl9, Gna15, Plcb3, App, Pik3r1, Src, Lpar5, Kalrn, Gna11, Fpr2, Mapk14, Anxa1, Lpar1, Pik3ca","Relaxin signaling pathway (8), Chemokine signaling pathway (7), Rap1 signaling pathway (7), Phospholipase D signaling pathway (6), PI3K-Akt signaling pathway (6), Cholinergic synapse (5), Platelet activation (5), AGE-RAGE signaling pathway in diabetic complications (5), GnRH signaling pathway (4), Sphingolipid signaling pathway (4), Thyroid hormone signaling pathway (4), VEGF signaling pathway (4), Endocrine resistance (4), Longevity regulating pathway (4), TNF signaling pathway (4), Prolactin signaling pathway (4), Dopaminergic synapse (3), Oxytocin signaling pathway (3), Phosphatidylinositol signaling system (3), Axon guidance (3), EGFR tyrosine kinase inhibitor resistance (3), Focal adhesion (3), HIF-1 signaling pathway (3), Signaling pathways regulating pluripotency of stem cells (3), Progesterone-mediated oocyte maturation (3), Regulation of actin cytoskeleton (3), Fc epsilon RI signaling pathway (3), Ras signaling pathway (3), ErbB signaling pathway (3), T cell receptor signaling pathway (3), Neurotrophin signaling pathway (3), Toll-like receptor signaling pathway (3), FoxO signaling pathway (3), Cellular senescence (3), Osteoclast differentiation (3), Apelin signaling pathway (2), Inositol phosphate metabolism (2), NOD-like receptor signaling pathway (2), Regulation of lipolysis in adipocytes (2), cAMP signaling pathway (2), Longevity regulating pathway - multiple species (2), Insulin signaling pathway (2), mTOR signaling pathway (2), Insulin resistance (2), Fc gamma R-mediated phagocytosis (2), Natural killer cell mediated cytotoxicity (2), Platinum drug resistance (2), Jak-STAT signaling pathway (2), B cell receptor signaling pathway (2), Apoptosis (2), AMPK signaling pathway (2), Autophagy - animal (2), Endocytosis (2), Cytokine-cytokine receptor interaction (1), Glucagon signaling pathway (1), Wnt signaling pathway (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), IL-17 signaling pathway (1), MAPK signaling pathway (1), RIG-I-like receptor signaling pathway (1), Tight junction (1), Mitophagy - animal (1)"
"9354",70839,"P2ry12","HighConf","Yes","Platelet activation","Cxcl10, Ccr7, S1pr1, Cnr2, Fpr2, S1pr2, P2ry14, Rgs14, Hcar2, Cxcr6, Ccl9, Ccr1, Cxcr4, Cxcl9, Adcy7, Npy, C3, P2ry13, Ccr1l1, Gpr18, Lpar1, Ccr5, C3ar1, Ccl5, C5ar1, Gnb1, Rgs19, Anxa1, Cxcr3, App, Lpar5","Chemokine signaling pathway (13), Cytokine-cytokine receptor interaction (11), Rap1 signaling pathway (4), PI3K-Akt signaling pathway (3), Phospholipase D signaling pathway (3), Toll-like receptor signaling pathway (3), cAMP signaling pathway (3), Regulation of lipolysis in adipocytes (2), Apelin signaling pathway (2), Cholinergic synapse (2), Relaxin signaling pathway (2), Longevity regulating pathway (2), Endocytosis (2), Cytosolic DNA-sensing pathway (2), TNF signaling pathway (2), Sphingolipid signaling pathway (2), Oocyte meiosis (1), Purine metabolism (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Platelet activation (1), Endocrine resistance (1), Adipocytokine signaling pathway (1), NOD-like receptor signaling pathway (1), Axon guidance (1), Dopaminergic synapse (1), Ras signaling pathway (1), FoxO signaling pathway (1), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1)"
"9355",74191,"P2ry13","HighConf","Yes",NA,"Lpar1, P2ry12, Cxcl10, Ccr7, S1pr1, Cnr2, Fpr2, S1pr2, P2ry14, Rgs14, Hcar2, Cxcr6, Ccl9, Cxcr3, Ccr1, C3, Ccr5, Rgs19, Cxcl9, Gpr18, App, C3ar1, C5ar1, Ccl5, Cxcr4, Npy, Gnb1, Ccr1l1, Lpar5, Adcy7, Anxa1","Chemokine signaling pathway (13), Cytokine-cytokine receptor interaction (11), Rap1 signaling pathway (4), Toll-like receptor signaling pathway (3), PI3K-Akt signaling pathway (3), Phospholipase D signaling pathway (3), cAMP signaling pathway (3), Regulation of lipolysis in adipocytes (2), Apelin signaling pathway (2), Cholinergic synapse (2), Relaxin signaling pathway (2), Platelet activation (2), Longevity regulating pathway (2), Endocytosis (2), Cytosolic DNA-sensing pathway (2), TNF signaling pathway (2), Sphingolipid signaling pathway (2), Oocyte meiosis (1), Purine metabolism (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Endocrine resistance (1), Adipocytokine signaling pathway (1), NOD-like receptor signaling pathway (1), Axon guidance (1), Dopaminergic synapse (1), Ras signaling pathway (1), FoxO signaling pathway (1), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1)"
"9356",140795,"P2ry14","HighConf","Yes",NA,"Rgs14, Hcar2, Cxcr6, Ccl9, P2ry12, App, Cxcl9, Npy, Rgs19, Cnr2, P2ry13, S1pr1, C3, Cxcr4, C5ar1, Adcy7, Gpr18, Lpar1, S1pr2, Cxcr3, Cxcl10, Ccr1, Ccl5, Anxa1, C3ar1, Ccr1l1, Gnb1, Lpar5, Ccr5, Ccr7, Fpr2","Chemokine signaling pathway (13), Cytokine-cytokine receptor interaction (11), Rap1 signaling pathway (4), Toll-like receptor signaling pathway (3), PI3K-Akt signaling pathway (3), Phospholipase D signaling pathway (3), cAMP signaling pathway (3), Sphingolipid signaling pathway (2), Cytosolic DNA-sensing pathway (2), TNF signaling pathway (2), Platelet activation (2), Regulation of lipolysis in adipocytes (2), Apelin signaling pathway (2), Cholinergic synapse (2), Relaxin signaling pathway (2), Longevity regulating pathway (2), Endocytosis (2), FoxO signaling pathway (1), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1), Oocyte meiosis (1), Purine metabolism (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Endocrine resistance (1), Adipocytokine signaling pathway (1), NOD-like receptor signaling pathway (1), Axon guidance (1), Dopaminergic synapse (1), Ras signaling pathway (1)"
"9357",18442,"P2ry2","MedConf","Yes",NA,"Edn1, Gpr65, Lpar1, Gna15, Rgs2, Pik3r1, Lpar5, P2ry1, Ccl9, App, Pik3ca, Gpr68, Rgs19, Gna11, Lpar6, Grk5, Cysltr2, Anxa1, Fpr2, Gnb1, Plcb3, Kalrn","Chemokine signaling pathway (6), PI3K-Akt signaling pathway (6), Phospholipase D signaling pathway (6), Rap1 signaling pathway (6), Relaxin signaling pathway (6), Cholinergic synapse (5), Platelet activation (4), AGE-RAGE signaling pathway in diabetic complications (4), Longevity regulating pathway (4), Sphingolipid signaling pathway (3), Thyroid hormone signaling pathway (3), Phosphatidylinositol signaling system (3), HIF-1 signaling pathway (3), Ras signaling pathway (3), TNF signaling pathway (3), Oxytocin signaling pathway (2), Dopaminergic synapse (2), Apelin signaling pathway (2), GnRH signaling pathway (2), Inositol phosphate metabolism (2), Axon guidance (2), Regulation of lipolysis in adipocytes (2), EGFR tyrosine kinase inhibitor resistance (2), Focal adhesion (2), cAMP signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Longevity regulating pathway - multiple species (2), VEGF signaling pathway (2), Progesterone-mediated oocyte maturation (2), Insulin signaling pathway (2), Regulation of actin cytoskeleton (2), mTOR signaling pathway (2), Insulin resistance (2), Fc gamma R-mediated phagocytosis (2), Natural killer cell mediated cytotoxicity (2), Fc epsilon RI signaling pathway (2), Endocrine resistance (2), Platinum drug resistance (2), Jak-STAT signaling pathway (2), ErbB signaling pathway (2), B cell receptor signaling pathway (2), Apoptosis (2), T cell receptor signaling pathway (2), Neurotrophin signaling pathway (2), Toll-like receptor signaling pathway (2), FoxO signaling pathway (2), Prolactin signaling pathway (2), AMPK signaling pathway (2), Cellular senescence (2), Autophagy - animal (2), Osteoclast differentiation (2), Endocytosis (1), Cytokine-cytokine receptor interaction (1), Glucagon signaling pathway (1), Wnt signaling pathway (1), NOD-like receptor signaling pathway (1)"
"9373",54196,"Pabpn1","HighConf","Yes",NA,"Hnrnpr, Hnrnph2, Fus, Rbmx, Hnrnpc, Pcf11, Clp1, Srsf7, Sf3b1, Txnl4a, Polr2h, Hnrnpu, Upf3b, Polr2e, Srsf1, Cpsf2, Ncbp1, Srsf6, Srsf3, Ncbp2, Prpf4, Hnrnpm, Snrpb2, Polr2c, Snrpa, Sf3a3, Srsf9, Polr2d, Gtf2f1, Snrpd1, Hnrnpl, Hnrnpk","Purine metabolism (4), RNA polymerase (4), Pyrimidine metabolism (4), Cytosolic DNA-sensing pathway (2), IL-17 signaling pathway (1)"
"9384",54624,"Paf1","HighConf","Yes",NA,"Nelfb, Nelfa, Csnk2a1, Ctr9, Supt16","Wnt signaling pathway (1), NF-kappa B signaling pathway (1), Mitophagy - animal (1)"
"9385",18472,"Pafah1b1","MedConf","Yes",NA,"Dync1h1, Dynll1, Haus2, Dsn1, Cenpc1, Nsl1, Sgol1, Seh1l, Sec13, Nup107, Incenp, Stag2, Cenpf, Klc2, Cep192, Ppp1cc, Kif5b, Pla2g4a, Zw10, Dync1i2, Cenpe, Cenpj, Nek2, Csnk1d, Kifap3, Chpt1, Cept1, Pla2g6, Lpcat1, Pla2g16, Tubg1, Cntrl, Ssna1, Cep131, Ninl, Pcnt, Cep72, Cep76, Cep250, Odf2, Cep57, Cep164, Alms1, Tubb5, Ska1, Sgol2a, Rcc2, Kif2a, Clasp2, Cenpo, Cdca5, Ska2, Kif18a, Bora, Ajuba, Kif2c, Kifc3, Mis12, Bub1b, Aurkb, Ywhag, Nup98, Tubgcp5, Ranbp2, Fgfr1op, Ywhae, Ppp2r1a, Smc3, Cdc20, Prkaca, Tubgcp4, Rab8a, Pds5a, Plk1, Optn","Oocyte meiosis (9), Cell cycle (7), Dopaminergic synapse (4), Vasopressin-regulated water reabsorption (4), Ras signaling pathway (4), PI3K-Akt signaling pathway (3), Tight junction (3), Oxytocin signaling pathway (3), Platelet activation (3), Progesterone-mediated oocyte maturation (2), AMPK signaling pathway (2), Hedgehog signaling pathway (2), Regulation of lipolysis in adipocytes (2), cAMP signaling pathway (2), Insulin signaling pathway (2), GnRH signaling pathway (2), Longevity regulating pathway (2), MAPK signaling pathway (2), Endocytosis (2), Fc gamma R-mediated phagocytosis (2), mTOR signaling pathway (2), Ubiquitin mediated proteolysis (1), Mitophagy - animal (1), FoxO signaling pathway (1), Sphingolipid signaling pathway (1), Glucagon signaling pathway (1), Apelin signaling pathway (1), Wnt signaling pathway (1), Cholinergic synapse (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Endocrine resistance (1), Thyroid hormone signaling pathway (1), Autophagy - animal (1), Chemokine signaling pathway (1), Neurotrophin signaling pathway (1), Circadian rhythm (1), Phospholipase D signaling pathway (1), VEGF signaling pathway (1), Fc epsilon RI signaling pathway (1), Necroptosis (1), Focal adhesion (1), Regulation of actin cytoskeleton (1), Insulin resistance (1), Cellular senescence (1)"
"9386",18475,"Pafah1b2","HighConf","Yes",NA,"Chpt1, Pla2g6, Pla2g16, Pla2g4a, Lpcat1, Cept1","Ras signaling pathway (3), Fc gamma R-mediated phagocytosis (2), Regulation of lipolysis in adipocytes (1), Phospholipase D signaling pathway (1), VEGF signaling pathway (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Platelet activation (1), Fc epsilon RI signaling pathway (1), Necroptosis (1), MAPK signaling pathway (1)"
