"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"11231",5073,"PARN","MedConf","Yes",NA,"EXOSC5, CXCL8, EIF4G1, UBC, EXOSC4, EIF4A1, EIF4B","RNA transport (3), Phospholipase D signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), PI3K-Akt signaling pathway (1)"
"11232",142,"PARP1","MedConf","Yes","NF-kappa B signaling pathway, Base excision repair, Apoptosis","POLB, SMAD4, UBE2I, PCNA, UBC, RELA, SUMO3","Cell cycle (2), Th17 cell differentiation (2), AGE-RAGE signaling pathway in diabetic complications (2), NF-kappa B signaling pathway (2), RNA transport (2), Base excision repair (2), Th1 and Th2 cell differentiation (1), Apoptosis (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Mitophagy - animal (1), Relaxin signaling pathway (1), Ras signaling pathway (1), RIG-I-like receptor signaling pathway (1), Osteoclast differentiation (1), cAMP signaling pathway (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1)"
"11354",51585,"PCF11","HighConf","Yes",NA,"SF3B1, SNRPD3, SF3B2, PAPOLA, HNRNPH1, POLR2J, HNRNPA2B1, YBX1, PHF5A, CCAR1, SRSF2, HNRNPM, SRSF3, PRPF8, POLR2F, CD2BP2, EFTUD2, SF3B6, SRSF1, SRRM1, PTBP1","Spliceosome (11), RNA transport (1)"
"11368",5111,"PCNA","MedConf","Yes","Base excision repair, Cell cycle","RPS27A, CCND3, CCND2, ISG15, UBE2I, RAD51, USP1, CCNE1, POLE, LIN52, LIN9, TOP2A, DAD1, PARP1, CDC25C, POLB, TBPL2, LIG1, POLD4, UBE2V2, MUTYH, ING1, NMI, POLD3, FAHD2B, MSH2, UBB, UBC, SUMO3","Base excision repair (7), Cell cycle (4), PI3K-Akt signaling pathway (3), Platinum drug resistance (2), RNA transport (2), NF-kappa B signaling pathway (2), Jak-STAT signaling pathway (2), Focal adhesion (2), Mitophagy - animal (1), Apoptosis (1), RIG-I-like receptor signaling pathway (1), Ribosome (1)"
"11413",5153,"PDE1B","MedConf","Yes","Renin secretion","AMPD1, NT5C, ENTPD4, AK4, GNAI3, ITPA, HPRT1, AK7, GUCY2D, DCK, GUCY1B3","Platelet activation (2), Long-term depression (2), Renin secretion (2), Dopaminergic synapse (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Serotonergic synapse (1), Relaxin signaling pathway (1), cAMP signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1)"
"11417",5140,"PDE3B","MedConf","Yes","cAMP signaling pathway, Renin secretion",NA,NA
"11420",5143,"PDE4C","MedConf","Yes","cAMP signaling pathway",NA,NA
"11423",8654,"PDE5A","MedConf","Yes",NA,"GUCY2D, NT5C, ENTPD4, GUCY1B3, ITPA, HPRT1","Platelet activation (1), Long-term depression (1), Renin secretion (1)"
"11424",5145,"PDE6A","MedConf","Yes",NA,"ENTPD4, NT5C, HPRT1, GUCY2D, GNAO1, GNAT2, ITPA, GUCY1B3, RGS9, CNGA1, PDE6H","Long-term depression (2), cAMP signaling pathway (1), Platelet activation (1), Renin secretion (1), Dopaminergic synapse (1), Serotonergic synapse (1), Relaxin signaling pathway (1), Rap1 signaling pathway (1)"
"11429",5149,"PDE6H","MedConf","Yes",NA,"PDE6A, ENTPD4, ITPA, NT5C, HPRT1, GUCY1B3, GNAT2, RGS9, GUCY2D","Platelet activation (1), Long-term depression (1), Renin secretion (1)"
"11440",5156,"PDGFRA","MedConf","Yes","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway, Phospholipase D signaling pathway","PIK3R3, SHC2, EPN1, EFNA2, FGF9, SH3GLB2, CAV3, FGF12, FGF8, FGF10, SH3GLB1, STAT1, UBC, ITGAV, PDGFRB","Ras signaling pathway (8), PI3K-Akt signaling pathway (8), Rap1 signaling pathway (7), Regulation of actin cytoskeleton (7), Focal adhesion (5), MAPK signaling pathway (5), Phospholipase D signaling pathway (3), Thyroid hormone signaling pathway (3), Chemokine signaling pathway (3), Jak-STAT signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Osteoclast differentiation (2), Toll-like receptor signaling pathway (2), Relaxin signaling pathway (2), Cytokine-cytokine receptor interaction (1), ECM-receptor interaction (1), Phagosome (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), NOD-like receptor signaling pathway (1), Platelet activation (1), Apoptosis (1), Platinum drug resistance (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Aldosterone-regulated sodium reabsorption (1), cAMP signaling pathway (1), TNF signaling pathway (1), Leukocyte transendothelial migration (1)"
"11441",5159,"PDGFRB","HighConf","Yes","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway, Phospholipase D signaling pathway","ARPC1B, ACTR2, NFYC, PDGFRA, PIK3R3, SHC2, EFNA2, FGF9, PLEKHO2, FGF12, FGF8, FGF10, LRP1, UBC, STAT1, NFYB, EGFR, MAX, RAB5A, ITGAV, RPS27A","Ras signaling pathway (10), Regulation of actin cytoskeleton (9), PI3K-Akt signaling pathway (9), Rap1 signaling pathway (8), MAPK signaling pathway (7), Focal adhesion (5), Phospholipase D signaling pathway (4), Thyroid hormone signaling pathway (3), Chemokine signaling pathway (3), Relaxin signaling pathway (3), Cytokine-cytokine receptor interaction (3), Phagosome (2), Jak-STAT signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Osteoclast differentiation (2), Toll-like receptor signaling pathway (2), Fc gamma R-mediated phagocytosis (2), Vasopressin-regulated water reabsorption (1), ECM-receptor interaction (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), NOD-like receptor signaling pathway (1), Ribosome (1), GnRH signaling pathway (1), Platelet activation (1), Apoptosis (1), Platinum drug resistance (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), cAMP signaling pathway (1), TNF signaling pathway (1), Leukocyte transendothelial migration (1)"
"11448",2923,"PDIA3","MedConf","Yes",NA,"UBC, CALR","Phagosome (1)"
"11449",9601,"PDIA4","MedConf","Yes","Thyroid hormone synthesis","APOB, UBC",NA
"11463",9260,"PDLIM7","MedConf","Yes",NA,"C9orf172, HSP90B1, RET, UBC","Thyroid hormone synthesis (1), PI3K-Akt signaling pathway (1)"
"11466",5170,"PDPK1","MedConf","Yes","PI3K-Akt signaling pathway, Focal adhesion, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Sphingolipid signaling pathway, Platinum drug resistance, Apoptosis","PIK3R3, GSK3A, PKN2, CARD11, TRAT1, CD28, RAP1A, MAP3K7, RELA, IKBKB, GAB2","T cell receptor signaling pathway (6), Ras signaling pathway (5), Chemokine signaling pathway (5), Osteoclast differentiation (5), MAPK signaling pathway (4), TNF signaling pathway (4), Toll-like receptor signaling pathway (4), PI3K-Akt signaling pathway (4), NF-kappa B signaling pathway (4), cAMP signaling pathway (3), Sphingolipid signaling pathway (3), Apoptosis (3), RIG-I-like receptor signaling pathway (3), NOD-like receptor signaling pathway (3), Platelet activation (2), Focal adhesion (2), Leukocyte transendothelial migration (2), Rap1 signaling pathway (2), Phospholipase D signaling pathway (2), Fc epsilon RI signaling pathway (2), Fc gamma R-mediated phagocytosis (2), Th1 and Th2 cell differentiation (2), Th17 cell differentiation (2), Relaxin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Mitophagy - animal (1), Dopaminergic synapse (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Regulation of actin cytoskeleton (1)"
"11493",5037,"PEBP1","MedConf","Yes",NA,"BIRC5, CDCA8, MAP2K6, IKBKB, UBC","Osteoclast differentiation (2), TNF signaling pathway (2), MAPK signaling pathway (2), Toll-like receptor signaling pathway (2), Apoptosis (2), GnRH signaling pathway (1), Fc epsilon RI signaling pathway (1), Rap1 signaling pathway (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), RIG-I-like receptor signaling pathway (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1), Platinum drug resistance (1)"
"11530",5196,"PF4","MedConf","Yes","Cytokine-cytokine receptor interaction, Chemokine signaling pathway","SERPING1, CXCR4, CCR8, GNAI3, IGF2, A2M, CX3CR1, CXCL11, MAP2K6, CXCR3, GNAO1, CXCR5, ALDOA, TGFB2","Chemokine signaling pathway (7), Cytokine-cytokine receptor interaction (7), Rap1 signaling pathway (3), Toll-like receptor signaling pathway (2), Leukocyte transendothelial migration (2), Dopaminergic synapse (2), Long-term depression (2), Serotonergic synapse (2), Relaxin signaling pathway (2), Osteoclast differentiation (2), MAPK signaling pathway (2), Platelet activation (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), cAMP signaling pathway (1), GnRH signaling pathway (1), Fc epsilon RI signaling pathway (1), TNF signaling pathway (1), Cell cycle (1), AGE-RAGE signaling pathway in diabetic complications (1)"
"11545",5216,"PFN1","MedConf","Yes","Regulation of actin cytoskeleton, Rap1 signaling pathway","CFL1, VCL, UBC","Regulation of actin cytoskeleton (2), Focal adhesion (1), Leukocyte transendothelial migration (1), Fc gamma R-mediated phagocytosis (1)"
"11547",345456,"PFN3","MedConf","Yes","Regulation of actin cytoskeleton, Rap1 signaling pathway","VCL","Focal adhesion (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1)"
"11553",5224,"PGAM2","MedConf","Yes",NA,"DERA, TKTL2, SH3GLB1, UBC, ALDOA, UBB","Mitophagy - animal (1)"
"11555",192111,"PGAM5","MedConf","Yes","TNF signaling pathway, Mitophagy - animal","BCL2L1, DNM1L, UBC","NOD-like receptor signaling pathway (2), TNF signaling pathway (1), Apoptosis (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Mitophagy - animal (1), Ras signaling pathway (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1)"
"11593",1912,"PHC2","HighConf","Yes",NA,"SCML2, MAPKAPK3, HDAC2, EZH1, BUB1B, SUZ12","Cell cycle (2), Lysine degradation (1), MAPK signaling pathway (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"11599",57649,"PHF12","MedConf","Yes",NA,"MBD3, SIN3B, PHF21A, SIN3A, MORF4L1, CHD4, MTA2, HDAC2, HDAC4","Thyroid hormone signaling pathway (2), Cell cycle (1), Notch signaling pathway (1)"
"11604",51230,"PHF20","MedConf","Yes",NA,"OGT, HCFC1, MAX, TAF1, WDR5, TAF4","MAPK signaling pathway (1)"
"11606",51317,"PHF21A","MedConf","Yes",NA,"MTA2, HDAC2, MBD3, PHF12, MORF4L1, HDAC4, SIN3A, CHD4","Thyroid hormone signaling pathway (2), Cell cycle (1), Notch signaling pathway (1)"
"11610",84844,"PHF5A","HighConf","Yes","Spliceosome","SRSF1, SRSF3, CCAR1, HNRNPM, PAPOLA, PCF11, HNRNPH1, UBC, SF3B2, SRSF2, POLR2J, EFTUD2, SF3B1, SNRPD3, PTBP1, CD2BP2, HNRNPA2B1, YBX1, SF3B6, SRRM1, PRPF8, POLR2F","Spliceosome (10), RNA transport (1)"
"11688",5286,"PIK3C2A","MedConf","Yes",NA,"INPP4B, UBC, PIP5K1C, ITGAV","Focal adhesion (2), Regulation of actin cytoskeleton (2), Phospholipase D signaling pathway (1), Fc gamma R-mediated phagocytosis (1), ECM-receptor interaction (1), Thyroid hormone signaling pathway (1), Phagosome (1), PI3K-Akt signaling pathway (1)"
"11699",8503,"PIK3R3","HighConf","Yes","PI3K-Akt signaling pathway, Toll-like receptor signaling pathway, Regulation of actin cytoskeleton, Rap1 signaling pathway, Leukocyte transendothelial migration, TNF signaling pathway, Chemokine signaling pathway, cAMP signaling pathway, Osteoclast differentiation, Focal adhesion, AGE-RAGE signaling pathway in diabetic complications, Ras signaling pathway, Relaxin signaling pathway, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Fc gamma R-mediated phagocytosis, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Sphingolipid signaling pathway, Jak-STAT signaling pathway, Platinum drug resistance, Apoptosis, Phospholipase D signaling pathway, Platelet activation","FLT4, GNG10, INPP4B, GNAO1, GAB2, RAP1A, CD28, ITGB1, CDC42, PDPK1, EGFR, MRAS, ITGAM, NGFR, PDGFRB, GNG3, LAT, GNAI3, GP1BA, PDGFRA, SYK, PIP5K1C","Rap1 signaling pathway (13), Ras signaling pathway (12), PI3K-Akt signaling pathway (10), Focal adhesion (9), Regulation of actin cytoskeleton (8), Phospholipase D signaling pathway (7), MAPK signaling pathway (6), Fc gamma R-mediated phagocytosis (5), Platelet activation (5), Leukocyte transendothelial migration (5), Cytokine-cytokine receptor interaction (5), Relaxin signaling pathway (5), Chemokine signaling pathway (5), Dopaminergic synapse (4), Serotonergic synapse (4), T cell receptor signaling pathway (4), Fc epsilon RI signaling pathway (4), Sphingolipid signaling pathway (3), ECM-receptor interaction (2), Hematopoietic cell lineage (2), Phagosome (2), Long-term depression (2), cAMP signaling pathway (2), GnRH signaling pathway (2), Osteoclast differentiation (2), NF-kappa B signaling pathway (2), Mitophagy - animal (1), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), Apoptosis (1), Platinum drug resistance (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1)"
"11719",23396,"PIP5K1C","MedConf","Yes","Regulation of actin cytoskeleton, Focal adhesion, Fc gamma R-mediated phagocytosis, Phospholipase D signaling pathway","PLXNA1, CTNND1, PIK3R3, PIK3C2A, INPP5K, INPP5J, INPP4B, VCL, UBC","Leukocyte transendothelial migration (3), Focal adhesion (2), Regulation of actin cytoskeleton (2), Rap1 signaling pathway (2), Platelet activation (1), Phospholipase D signaling pathway (1), Apoptosis (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Relaxin signaling pathway (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), cAMP signaling pathway (1), Chemokine signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1)"
"11759",5586,"PKN2","MedConf","Yes","PI3K-Akt signaling pathway","PDPK1, UBC","Apoptosis (1), Platinum drug resistance (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Focal adhesion (1), PI3K-Akt signaling pathway (1)"
"11775",26279,"PLA2G2D","MedConf","Yes","Ras signaling pathway, Ether lipid metabolism",NA,NA
"11779",5321,"PLA2G4A","MedConf","Yes","MAPK signaling pathway, Ras signaling pathway, Serotonergic synapse, Ether lipid metabolism, Fc gamma R-mediated phagocytosis, Long-term depression, Fc epsilon RI signaling pathway, GnRH signaling pathway, Phospholipase D signaling pathway, Platelet activation","GNA11, PAFAH1B3, PLA2G6, CEPT1, LPCAT4, ALOX15, PAFAH2, ENPP6, SYK, PNPLA7, UBC, GNAO1, GNAI3, GNA15","Ether lipid metabolism (6), Relaxin signaling pathway (3), Long-term depression (3), Serotonergic synapse (3), Dopaminergic synapse (2), Rap1 signaling pathway (2), Platelet activation (2), Fc gamma R-mediated phagocytosis (2), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), cAMP signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Phospholipase D signaling pathway (1), Fc epsilon RI signaling pathway (1), Osteoclast differentiation (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1), Ras signaling pathway (1), GnRH signaling pathway (1), Insulin secretion (1)"
"11781",283748,"PLA2G4D","MedConf","Yes","MAPK signaling pathway, Ras signaling pathway, Serotonergic synapse, Ether lipid metabolism, Fc gamma R-mediated phagocytosis, Long-term depression, Fc epsilon RI signaling pathway, GnRH signaling pathway, Phospholipase D signaling pathway, Platelet activation","CEPT1, LPCAT4, ALOX15, PAFAH2, ENPP6, GNA11, GNAO1, PNPLA7, GNAI3, PAFAH1B3","Ether lipid metabolism (5), Long-term depression (3), Serotonergic synapse (3), Dopaminergic synapse (2), Relaxin signaling pathway (2), Rap1 signaling pathway (2), GnRH signaling pathway (1), Insulin secretion (1), Platelet activation (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), cAMP signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1)"
"11785",8398,"PLA2G6","MedConf","Yes","Ras signaling pathway, Ether lipid metabolism, Fc gamma R-mediated phagocytosis","CEPT1, LPCAT4, ALOX15, PAFAH2, ENPP6, PAFAH1B3, PNPLA7, HADHA, GNA11, PLA2G4A","Ether lipid metabolism (6), GnRH signaling pathway (2), Long-term depression (2), Serotonergic synapse (2), Insulin secretion (1), Platelet activation (1), Phospholipase D signaling pathway (1), Fc epsilon RI signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Ras signaling pathway (1), MAPK signaling pathway (1), Lysine degradation (1)"
"11806",5332,"PLCB4","MedConf","Yes","Thyroid hormone synthesis, Rap1 signaling pathway, NOD-like receptor signaling pathway, Chemokine signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway, Thyroid hormone signaling pathway, Renin secretion, Serotonergic synapse, Insulin secretion, Long-term depression, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, GnRH signaling pathway, Phospholipase D signaling pathway, Dopaminergic synapse, Endocrine and other factor-regulated calcium reabsorption, Platelet activation",NA,NA
"11810",51196,"PLCE1","HighConf","Yes","Rap1 signaling pathway, cAMP signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Ras signaling pathway, Thyroid hormone signaling pathway",NA,NA
"11835",144100,"PLEKHA7","MedConf","Yes",NA,"CTNND1","Leukocyte transendothelial migration (1), Rap1 signaling pathway (1)"
